"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"DET","DET @ BKN",2021-03-13,"88.0","104.0",1,"BKN"
"PHX","PHX vs. IND",2021-03-13,"126.9","116.0",1,"IND"
"DEN","DEN vs. DAL",2021-03-13,"120.8","121.7",1,"DAL"
"IND","IND @ PHX",2021-03-13,"116.0","126.9",1,"PHX"
"CHA","CHA vs. TOR",2021-03-13,"163.0","85.7",1,"TOR"
"MIL","MIL @ WAS",2021-03-13,"124.1","113.8",1,"WAS"
"OKC","OKC vs. NYK",2021-03-13,"134.8","91.7",1,"NYK"
"MIN","MIN vs. POR",2021-03-13,"85.7","122.2",1,"POR"
"ATL","ATL vs. SAC",2021-03-13,"91.7","137.5",1,"SAC"
"DAL","DAL @ DEN",2021-03-13,"121.7","120.8",1,"DEN"
"NOP","NOP vs. LAC",2021-03-14,"124.1","85.7",1,"LAC"
"BOS","BOS @ HOU",2021-03-14,"140.7","121.4",1,"HOU"
"PHI","PHI vs. SAS",2021-03-14,"117.9","81.5",1,"SAS"
"MIA","MIA @ ORL",2021-03-14,"88.0","79.2",1,"ORL"
"MEM","MEM @ OKC",2021-03-14,"124.0","112.0",1,"OKC"
"HOU","HOU vs. BOS",2021-03-14,"121.4","140.7",1,"BOS"
"UTA","UTA @ GSW",2021-03-14,"84.6","132.0",1,"GSW"
"MIN","MIN vs. POR",2021-03-14,"96.0","83.3",1,"POR"
"TOR","TOR @ CHI",2021-03-14,"81.5","103.7",1,"CHI"
"POR","POR @ MIN",2021-03-14,"83.3","96.0",1,"MIN"
"OKC","OKC vs. MEM",2021-03-14,"112.0","124.0",1,"MEM"
"SAS","SAS @ PHI",2021-03-14,"81.5","117.9",1,"PHI"
"ORL","ORL vs. MIA",2021-03-14,"79.2","88.0",1,"MIA"
"CLE","CLE @ ATL",2021-03-14,"100.0","118.2",1,"ATL"
"CHI","CHI vs. TOR",2021-03-14,"103.7","81.5",1,"TOR"
"ATL","ATL vs. CLE",2021-03-14,"118.2","100.0",1,"CLE"
"GSW","GSW vs. UTA",2021-03-14,"132.0","84.6",1,"UTA"
"LAC","LAC @ NOP",2021-03-14,"85.7","124.1",1,"NOP"
"DET","DET vs. SAS",2021-03-15,"104.3","109.1",1,"SAS"
"SAS","SAS @ DET",2021-03-15,"109.1","104.3",1,"DET"
"MIL","MIL @ WAS",2021-03-15,"110.3","79.3",1,"WAS"
"IND","IND @ DEN",2021-03-15,"133.3","133.3",1,"DEN"
"SAC","SAC @ CHA",2021-03-15,"137.0","123.1",1,"CHA"
"NYK","NYK @ BKN",2021-03-15,"125.0","152.2",1,"BKN"
"MEM","MEM @ PHX",2021-03-15,"104.2","100.0",1,"PHX"
"CHA","CHA vs. SAC",2021-03-15,"123.1","137.0",1,"SAC"
"DEN","DEN vs. IND",2021-03-15,"133.3","133.3",1,"IND"
"LAC","LAC @ DAL",2021-03-15,"134.8","104.5",1,"DAL"
"LAL","LAL @ GSW",2021-03-15,"107.4","100.0",1,"GSW"
"BKN","BKN vs. NYK",2021-03-15,"152.2","125.0",1,"NYK"
"GSW","GSW vs. LAL",2021-03-15,"100.0","107.4",1,"LAL"
"DAL","DAL vs. LAC",2021-03-15,"104.5","134.8",1,"LAC"
"PHX","PHX vs. MEM",2021-03-15,"100.0","104.2",1,"MEM"
"WAS","WAS vs. MIL",2021-03-15,"79.3","110.3",1,"MIL"
"CLE","CLE @ MIA",2021-03-16,"113.0","154.2",1,"MIA"
"NYK","NYK @ PHI",2021-03-16,"91.3","87.0",1,"PHI"
"POR","POR vs. NOP",2021-03-16,"107.7","130.8",1,"NOP"
"HOU","HOU vs. ATL",2021-03-16,"91.7","145.8",1,"ATL"
"UTA","UTA @ BOS",2021-03-16,"80.0","91.7",1,"BOS"
"PHI","PHI vs. NYK",2021-03-16,"87.0","91.3",1,"NYK"
"CHI","CHI vs. OKC",2021-03-16,"175.0","116.7",1,"OKC"
"MIA","MIA vs. CLE",2021-03-16,"154.2","113.0",1,"CLE"
"OKC","OKC @ CHI",2021-03-16,"116.7","175.0",1,"CHI"
"BOS","BOS vs. UTA",2021-03-16,"91.7","80.0",1,"UTA"
"MIN","MIN @ LAL",2021-03-16,"111.1","114.8",1,"LAL"
"ATL","ATL @ HOU",2021-03-16,"145.8","91.7",1,"HOU"
"LAL","LAL vs. MIN",2021-03-16,"114.8","111.1",1,"MIN"
"NOP","NOP @ POR",2021-03-16,"130.8","107.7",1,"POR"
"TOR","TOR @ DET",2021-03-17,"140.9","160.9",1,"DET"
"DEN","DEN vs. CHA",2021-03-17,"100.0","92.6",1,"CHA"
"HOU","HOU vs. GSW",2021-03-17,"93.1","106.9",1,"GSW"
"MEM","MEM vs. MIA",2021-03-17,"104.2","88.0",1,"MIA"
"PHI","PHI vs. MIL",2021-03-17,"86.2","62.1",1,"MIL"
"CHI","CHI vs. SAS",2021-03-17,"129.2","70.8",1,"SAS"
"MIL","MIL @ PHI",2021-03-17,"62.1","86.2",1,"PHI"
"CHA","CHA @ DEN",2021-03-17,"92.6","100.0",1,"DEN"
"SAS","SAS @ CHI",2021-03-17,"70.8","129.2",1,"CHI"
"DAL","DAL vs. LAC",2021-03-17,"100.0","116.0",1,"LAC"
"MIA","MIA @ MEM",2021-03-17,"88.0","104.2",1,"MEM"
"SAC","SAC @ WAS",2021-03-17,"117.2","131.0",1,"WAS"
"LAC","LAC @ DAL",2021-03-17,"116.0","100.0",1,"DAL"
"IND","IND vs. BKN",2021-03-17,"148.1","89.3",1,"BKN"
"DET","DET vs. TOR",2021-03-17,"160.9","140.9",1,"TOR"
"CLE","CLE vs. BOS",2021-03-17,"104.0","75.0",1,"BOS"
"BOS","BOS @ CLE",2021-03-17,"75.0","104.0",1,"CLE"
"BKN","BKN @ IND",2021-03-17,"89.3","148.1",1,"IND"
"GSW","GSW @ HOU",2021-03-17,"106.9","93.1",1,"HOU"
"WAS","WAS vs. SAC",2021-03-17,"131.0","117.2",1,"SAC"
"OKC","OKC @ ATL",2021-03-18,"77.8","114.8",1,"ATL"
"POR","POR vs. NOP",2021-03-18,"140.9","100.0",1,"NOP"
"CHA","CHA @ LAL",2021-03-18,"100.0","124.0",1,"LAL"
"NOP","NOP @ POR",2021-03-18,"100.0","140.9",1,"POR"
"UTA","UTA @ WAS",2021-03-18,"76.9","119.2",1,"WAS"
"LAL","LAL vs. CHA",2021-03-18,"124.0","100.0",1,"CHA"
"WAS","WAS vs. UTA",2021-03-18,"119.2","76.9",1,"UTA"
"PHX","PHX vs. MIN",2021-03-18,"92.6","92.6",1,"MIN"
"ATL","ATL vs. OKC",2021-03-18,"114.8","77.8",1,"OKC"
"ORL","ORL @ NYK",2021-03-18,"113.0","104.3",1,"NYK"
"MIN","MIN @ PHX",2021-03-18,"92.6","92.6",1,"PHX"
"NYK","NYK vs. ORL",2021-03-18,"104.3","113.0",1,"ORL"
"MIA","MIA vs. IND",2021-03-19,"111.1","123.1",1,"IND"
"PHX","PHX vs. MIN",2021-03-19,"130.8","107.4",1,"MIN"
"DAL","DAL @ POR",2021-03-19,"137.5","154.2",1,"POR"
"ORL","ORL vs. BKN",2021-03-19,"145.8","120.8",1,"BKN"
"BKN","BKN @ ORL",2021-03-19,"120.8","145.8",1,"ORL"
"POR","POR vs. DAL",2021-03-19,"154.2","137.5",1,"DAL"
"DET","DET @ HOU",2021-03-19,"100.0","103.7",1,"HOU"
"MIN","MIN @ PHX",2021-03-19,"107.4","130.8",1,"PHX"
"HOU","HOU vs. DET",2021-03-19,"103.7","100.0",1,"DET"
"MEM","MEM vs. GSW",2021-03-19,"96.3","121.4",1,"GSW"
"BOS","BOS vs. SAC",2021-03-19,"84.6","103.7",1,"SAC"
"UTA","UTA @ TOR",2021-03-19,"95.8","112.5",1,"TOR"
"SAS","SAS @ CLE",2021-03-19,"96.2","81.5",1,"CLE"
"IND","IND @ MIA",2021-03-19,"123.1","111.1",1,"MIA"
"CLE","CLE vs. SAS",2021-03-19,"81.5","96.2",1,"SAS"
"TOR","TOR vs. UTA",2021-03-19,"112.5","95.8",1,"UTA"
"CHI","CHI @ DEN",2021-03-19,"130.4","87.0",1,"DEN"
"GSW","GSW @ MEM",2021-03-19,"121.4","96.3",1,"MEM"
"DEN","DEN vs. CHI",2021-03-19,"87.0","130.4",1,"CHI"
"SAC","SAC @ BOS",2021-03-19,"103.7","84.6",1,"BOS"
"SAS","SAS @ MIL",2021-03-20,"122.2","96.3",1,"MIL"
"MIL","MIL vs. SAS",2021-03-20,"96.3","122.2",1,"SAS"
"GSW","GSW @ MEM",2021-03-20,"85.7","103.7",1,"MEM"
"LAL","LAL vs. ATL",2021-03-20,"96.2","112.0",1,"ATL"
"ATL","ATL @ LAL",2021-03-20,"112.0","96.2",1,"LAL"
"CHA","CHA @ LAC",2021-03-20,"91.3","168.2",1,"LAC"
"LAC","LAC vs. CHA",2021-03-20,"168.2","91.3",1,"CHA"
"MEM","MEM vs. GSW",2021-03-20,"103.7","85.7",1,"GSW"
"PHI","PHI vs. SAC",2021-03-20,"155.6","75.0",1,"SAC"
"SAC","SAC @ PHI",2021-03-20,"75.0","155.6",1,"PHI"
"DET","DET vs. CHI",2021-03-21,"104.2","80.0",1,"CHI"
"POR","POR vs. DAL",2021-03-21,"130.4","117.4",1,"DAL"
"IND","IND @ MIA",2021-03-21,"133.3","108.3",1,"MIA"
"NOP","NOP @ DEN",2021-03-21,"88.0","115.4",1,"DEN"
"CLE","CLE vs. TOR",2021-03-21,"88.5","107.7",1,"TOR"
"ORL","ORL @ BOS",2021-03-21,"134.8","117.4",1,"BOS"
"HOU","HOU vs. OKC",2021-03-21,"88.0","119.2",1,"OKC"
"WAS","WAS @ BKN",2021-03-21,"130.4","104.2",1,"BKN"
"MIA","MIA vs. IND",2021-03-21,"108.3","133.3",1,"IND"
"TOR","TOR @ CLE",2021-03-21,"107.7","88.5",1,"CLE"
"PHX","PHX vs. LAL",2021-03-21,"119.2","104.0",1,"LAL"
"CHI","CHI @ DET",2021-03-21,"80.0","104.2",1,"DET"
"DAL","DAL @ POR",2021-03-21,"117.4","130.4",1,"POR"
"LAL","LAL @ PHX",2021-03-21,"104.0","119.2",1,"PHX"
"NYK","NYK vs. PHI",2021-03-21,"62.5","95.8",1,"PHI"
"BKN","BKN vs. WAS",2021-03-21,"104.2","130.4",1,"WAS"
"PHI","PHI @ NYK",2021-03-21,"95.8","62.5",1,"NYK"
"DEN","DEN vs. NOP",2021-03-21,"115.4","88.0",1,"NOP"
"BOS","BOS vs. ORL",2021-03-21,"117.4","134.8",1,"ORL"
"OKC","OKC @ HOU",2021-03-21,"119.2","88.0",1,"HOU"
"LAC","LAC vs. ATL",2021-03-22,"125.0","120.8",1,"ATL"
"IND","IND @ MIL",2021-03-22,"89.7","165.5",1,"MIL"
"OKC","OKC @ MIN",2021-03-22,"100.0","88.0",1,"MIN"
"CHI","CHI vs. UTA",2021-03-22,"95.8","120.8",1,"UTA"
"MIL","MIL vs. IND",2021-03-22,"165.5","89.7",1,"IND"
"ATL","ATL @ LAC",2021-03-22,"120.8","125.0",1,"LAC"
"BOS","BOS @ MEM",2021-03-22,"120.0","96.0",1,"MEM"
"UTA","UTA @ CHI",2021-03-22,"120.8","95.8",1,"CHI"
"TOR","TOR @ HOU",2021-03-22,"112.0","108.0",1,"HOU"
"CHA","CHA @ SAS",2021-03-22,"124.0","87.5",1,"SAS"
"HOU","HOU vs. TOR",2021-03-22,"108.0","112.0",1,"TOR"
"CLE","CLE vs. SAC",2021-03-22,"129.6","133.3",1,"SAC"
"MEM","MEM vs. BOS",2021-03-22,"96.0","120.0",1,"BOS"
"SAS","SAS vs. CHA",2021-03-22,"87.5","124.0",1,"CHA"
"SAC","SAC @ CLE",2021-03-22,"133.3","129.6",1,"CLE"
"MIN","MIN vs. OKC",2021-03-22,"88.0","100.0",1,"OKC"
"LAL","LAL @ NOP",2021-03-23,"126.1","133.3",1,"NOP"
"NYK","NYK vs. WAS",2021-03-23,"156.0","119.2",1,"WAS"
"PHI","PHI @ GSW",2021-03-23,"134.6","63.0",1,"GSW"
"NOP","NOP vs. LAL",2021-03-23,"133.3","126.1",1,"LAL"
"GSW","GSW vs. PHI",2021-03-23,"63.0","134.6",1,"PHI"
"WAS","WAS @ NYK",2021-03-23,"119.2","156.0",1,"NYK"
"POR","POR vs. BKN",2021-03-23,"164.0","154.2",1,"BKN"
"PHX","PHX @ MIA",2021-03-23,"108.7","87.0",1,"MIA"
"MIA","MIA vs. PHX",2021-03-23,"87.0","108.7",1,"PHX"
"DEN","DEN @ ORL",2021-03-23,"136.4","65.2",1,"ORL"
"BKN","BKN @ POR",2021-03-23,"154.2","164.0",1,"POR"
"ORL","ORL vs. DEN",2021-03-23,"65.2","136.4",1,"DEN"
"MEM","MEM @ OKC",2021-03-24,"96.3","77.8",1,"OKC"
"PHX","PHX @ ORL",2021-03-24,"118.5","88.9",1,"ORL"
"MIL","MIL vs. BOS",2021-03-24,"145.8","125.0",1,"BOS"
"ATL","ATL @ SAC",2021-03-24,"108.0","116.0",1,"SAC"
"ORL","ORL vs. PHX",2021-03-24,"88.9","118.5",1,"PHX"
"MIN","MIN vs. DAL",2021-03-24,"117.9","111.1",1,"DAL"
"TOR","TOR vs. DEN",2021-03-24,"140.7","111.1",1,"DEN"
"LAC","LAC @ SAS",2021-03-24,"151.9","107.4",1,"SAS"
"BKN","BKN @ UTA",2021-03-24,"68.0","152.0",1,"UTA"
"CHI","CHI vs. CLE",2021-03-24,"100.0","100.0",1,"CLE"
"UTA","UTA vs. BKN",2021-03-24,"152.0","68.0",1,"BKN"
"CHA","CHA @ HOU",2021-03-24,"113.0","113.0",1,"HOU"
"DAL","DAL @ MIN",2021-03-24,"111.1","117.9",1,"MIN"
"OKC","OKC vs. MEM",2021-03-24,"77.8","96.3",1,"MEM"
"CLE","CLE @ CHI",2021-03-24,"100.0","100.0",1,"CHI"
"SAS","SAS vs. LAC",2021-03-24,"107.4","151.9",1,"LAC"
"DEN","DEN @ TOR",2021-03-24,"111.1","140.7",1,"TOR"
"IND","IND vs. DET",2021-03-24,"84.0","92.3",1,"DET"
"BOS","BOS @ MIL",2021-03-24,"125.0","145.8",1,"MIL"
"DET","DET @ IND",2021-03-24,"92.3","84.0",1,"IND"
"SAC","SAC vs. ATL",2021-03-24,"116.0","108.0",1,"ATL"
"HOU","HOU vs. CHA",2021-03-24,"113.0","113.0",1,"CHA"
"GSW","GSW @ SAC",2021-03-25,"132.1","129.6",1,"SAC"
"SAC","SAC vs. GSW",2021-03-25,"129.6","132.1",1,"GSW"
"PHI","PHI @ LAL",2021-03-25,"108.0","96.0",1,"LAL"
"LAC","LAC @ SAS",2021-03-25,"125.0","112.5",1,"SAS"
"WAS","WAS @ NYK",2021-03-25,"96.2","74.1",1,"NYK"
"SAS","SAS vs. LAC",2021-03-25,"112.5","125.0",1,"LAC"
"NYK","NYK vs. WAS",2021-03-25,"74.1","96.2",1,"WAS"
"MIA","MIA vs. POR",2021-03-25,"96.0","124.0",1,"POR"
"POR","POR @ MIA",2021-03-25,"124.0","96.0",1,"MIA"
"LAL","LAL vs. PHI",2021-03-25,"96.0","108.0",1,"PHI"
"DEN","DEN @ NOP",2021-03-26,"113.0","150.0",1,"NOP"
"MIL","MIL vs. BOS",2021-03-26,"100.0","123.1",1,"BOS"
"ATL","ATL @ GSW",2021-03-26,"137.5","108.3",1,"GSW"
"UTA","UTA vs. MEM",2021-03-26,"165.2","104.3",1,"MEM"
"MIN","MIN vs. HOU",2021-03-26,"122.2","107.4",1,"HOU"
"POR","POR @ ORL",2021-03-26,"134.6","118.5",1,"ORL"
"BOS","BOS @ MIL",2021-03-26,"123.1","100.0",1,"MIL"
"TOR","TOR vs. PHX",2021-03-26,"112.0","120.8",1,"PHX"
"DAL","DAL vs. IND",2021-03-26,"111.5","124.0",1,"IND"
"LAL","LAL vs. CLE",2021-03-26,"84.6","96.0",1,"CLE"
"IND","IND @ DAL",2021-03-26,"124.0","111.5",1,"DAL"
"NOP","NOP vs. DEN",2021-03-26,"150.0","113.0",1,"DEN"
"HOU","HOU @ MIN",2021-03-26,"107.4","122.2",1,"MIN"
"DET","DET vs. BKN",2021-03-26,"112.5","136.0",1,"BKN"
"CLE","CLE @ LAL",2021-03-26,"96.0","84.6",1,"LAL"
"GSW","GSW vs. ATL",2021-03-26,"108.3","137.5",1,"ATL"
"CHA","CHA vs. MIA",2021-03-26,"166.7","95.8",1,"MIA"
"BKN","BKN @ DET",2021-03-26,"136.0","112.5",1,"DET"
"MIA","MIA @ CHA",2021-03-26,"95.8","166.7",1,"CHA"
"MEM","MEM @ UTA",2021-03-26,"104.3","165.2",1,"UTA"
"PHX","PHX @ TOR",2021-03-26,"120.8","112.0",1,"TOR"
"ORL","ORL vs. POR",2021-03-26,"118.5","134.6",1,"POR"
"UTA","UTA vs. MEM",2021-03-27,"134.5","65.5",1,"MEM"
"SAS","SAS vs. CHI",2021-03-27,"132.0","80.0",1,"CHI"
"PHI","PHI @ LAC",2021-03-27,"125.0","120.8",1,"LAC"
"DAL","DAL @ NOP",2021-03-27,"90.9","152.2",1,"NOP"
"OKC","OKC vs. BOS",2021-03-27,"108.7","87.5",1,"BOS"
"NYK","NYK @ MIL",2021-03-27,"128.0","104.2",1,"MIL"
"BOS","BOS @ OKC",2021-03-27,"87.5","108.7",1,"OKC"
"MEM","MEM @ UTA",2021-03-27,"65.5","134.5",1,"UTA"
"NOP","NOP vs. DAL",2021-03-27,"152.2","90.9",1,"DAL"
"CHI","CHI @ SAS",2021-03-27,"80.0","132.0",1,"SAS"
"SAC","SAC vs. CLE",2021-03-27,"124.0","111.5",1,"CLE"
"HOU","HOU @ MIN",2021-03-27,"146.4","100.0",1,"MIN"
"WAS","WAS vs. DET",2021-03-27,"126.9","81.5",1,"DET"
"CLE","CLE @ SAC",2021-03-27,"111.5","124.0",1,"SAC"
"MIN","MIN vs. HOU",2021-03-27,"100.0","146.4",1,"HOU"
"MIL","MIL vs. NYK",2021-03-27,"104.2","128.0",1,"NYK"
"LAC","LAC vs. PHI",2021-03-27,"120.8","125.0",1,"PHI"
"DET","DET @ WAS",2021-03-27,"81.5","126.9",1,"WAS"
"PHX","PHX @ CHA",2021-03-28,"118.2","131.8",1,"CHA"
"POR","POR @ TOR",2021-03-28,"128.0","164.0",1,"TOR"
"ATL","ATL @ DEN",2021-03-28,"145.8","129.2",1,"DEN"
"DEN","DEN vs. ATL",2021-03-28,"129.2","145.8",1,"ATL"
"CHA","CHA vs. PHX",2021-03-28,"131.8","118.2",1,"PHX"
"ORL","ORL @ LAL",2021-03-28,"87.5","91.7",1,"LAL"
"TOR","TOR vs. POR",2021-03-28,"164.0","128.0",1,"POR"
"LAL","LAL vs. ORL",2021-03-28,"91.7","87.5",1,"ORL"
"MIL","MIL @ LAC",2021-03-29,"146.2","104.0",1,"LAC"
"HOU","HOU vs. MEM",2021-03-29,"112.5","95.8",1,"MEM"
"MEM","MEM @ HOU",2021-03-29,"95.8","112.5",1,"HOU"
"DAL","DAL @ OKC",2021-03-29,"126.9","96.0",1,"OKC"
"NOP","NOP @ BOS",2021-03-29,"123.1","103.8",1,"BOS"
"MIA","MIA @ NYK",2021-03-29,"95.5","72.7",1,"NYK"
"DET","DET vs. TOR",2021-03-29,"145.8","112.5",1,"TOR"
"BOS","BOS vs. NOP",2021-03-29,"103.8","123.1",1,"NOP"
"MIN","MIN @ BKN",2021-03-29,"96.2","142.3",1,"BKN"
"CLE","CLE @ UTA",2021-03-29,"81.8","117.4",1,"UTA"
"CHI","CHI @ GSW",2021-03-29,"116.0","136.0",1,"GSW"
"UTA","UTA vs. CLE",2021-03-29,"117.4","81.8",1,"CLE"
"BKN","BKN vs. MIN",2021-03-29,"142.3","96.2",1,"MIN"
"SAC","SAC @ SAS",2021-03-29,"108.0","124.0",1,"SAS"
"NYK","NYK vs. MIA",2021-03-29,"72.7","95.5",1,"MIA"
"WAS","WAS vs. IND",2021-03-29,"80.0","93.3",1,"IND"
"SAS","SAS vs. SAC",2021-03-29,"124.0","108.0",1,"SAC"
"IND","IND @ WAS",2021-03-29,"93.3","80.0",1,"WAS"
"TOR","TOR @ DET",2021-03-29,"112.5","145.8",1,"DET"
"OKC","OKC vs. DAL",2021-03-29,"96.0","126.9",1,"DAL"
"LAC","LAC vs. MIL",2021-03-29,"104.0","146.2",1,"MIL"
"GSW","GSW vs. CHI",2021-03-29,"136.0","116.0",1,"CHI"
"CHA","CHA @ WAS",2021-03-30,"123.1","111.5",1,"WAS"
"LAC","LAC vs. ORL",2021-03-30,"108.3","54.2",1,"ORL"
"PHI","PHI @ DEN",2021-03-30,"88.0","169.2",1,"DEN"
"PHX","PHX vs. ATL",2021-03-30,"130.4","117.4",1,"ATL"
"WAS","WAS vs. CHA",2021-03-30,"111.5","123.1",1,"CHA"
"ATL","ATL @ PHX",2021-03-30,"117.4","130.4",1,"PHX"
"ORL","ORL @ LAC",2021-03-30,"54.2","108.3",1,"LAC"
"DEN","DEN vs. PHI",2021-03-30,"169.2","88.0",1,"PHI"
"IND","IND vs. MIA",2021-03-31,"121.7","95.8",1,"MIA"
"POR","POR @ DET",2021-03-31,"124.0","137.5",1,"DET"
"SAC","SAC @ SAS",2021-03-31,"103.8","126.9",1,"SAS"
"MIN","MIN vs. NYK",2021-03-31,"73.1","104.0",1,"NYK"
"BKN","BKN vs. HOU",2021-03-31,"111.5","161.5",1,"HOU"
"UTA","UTA @ MEM",2021-03-31,"111.5","112.0",1,"MEM"
"MEM","MEM vs. UTA",2021-03-31,"112.0","111.5",1,"UTA"
"CHI","CHI @ PHX",2021-03-31,"154.2","150.0",1,"PHX"
"NYK","NYK @ MIN",2021-03-31,"104.0","73.1",1,"MIN"
"HOU","HOU @ BKN",2021-03-31,"161.5","111.5",1,"BKN"
"SAS","SAS vs. SAC",2021-03-31,"126.9","103.8",1,"SAC"
"TOR","TOR @ OKC",2021-03-31,"123.1","115.4",1,"OKC"
"MIA","MIA @ IND",2021-03-31,"95.8","121.7",1,"IND"
"DAL","DAL @ BOS",2021-03-31,"125.0","100.0",1,"BOS"
"MIL","MIL @ LAL",2021-03-31,"96.0","125.0",1,"LAL"
"LAL","LAL vs. MIL",2021-03-31,"125.0","96.0",1,"MIL"
"PHX","PHX vs. CHI",2021-03-31,"150.0","154.2",1,"CHI"
"BOS","BOS vs. DAL",2021-03-31,"100.0","125.0",1,"DAL"
"DET","DET vs. POR",2021-03-31,"137.5","124.0",1,"POR"
"OKC","OKC vs. TOR",2021-03-31,"115.4","123.1",1,"TOR"
"PHX","PHX vs. MIA",2021-04-13,"100.0","125.9",1,"MIA"
"POR","POR vs. BOS",2021-04-13,"152.0","115.4",1,"BOS"
"LAL","LAL @ CHA",2021-04-13,"104.2","95.7",1,"CHA"
"MIN","MIN vs. BKN",2021-04-13,"100.0","126.9",1,"BKN"
"UTA","UTA vs. OKC",2021-04-13,"95.7","129.2",1,"OKC"
"LAC","LAC @ IND",2021-04-13,"110.7","125.9",1,"IND"
"ATL","ATL @ TOR",2021-04-13,"107.7","108.0",1,"TOR"
"CHA","CHA vs. LAL",2021-04-13,"95.7","104.2",1,"LAL"
"MIA","MIA @ PHX",2021-04-13,"125.9","100.0",1,"PHX"
"TOR","TOR vs. ATL",2021-04-13,"108.0","107.7",1,"ATL"
"BKN","BKN @ MIN",2021-04-13,"126.9","100.0",1,"MIN"
"IND","IND vs. LAC",2021-04-13,"125.9","110.7",1,"LAC"
"OKC","OKC @ UTA",2021-04-13,"129.2","95.7",1,"UTA"
"BOS","BOS @ POR",2021-04-13,"115.4","152.0",1,"POR"
"CHA","CHA vs. CLE",2021-04-14,"109.5","128.6",1,"CLE"
"MIL","MIL @ MIN",2021-04-14,"88.9","73.1",1,"MIN"
"SAS","SAS @ TOR",2021-04-14,"133.3","130.4",1,"TOR"
"HOU","HOU vs. IND",2021-04-14,"82.8","113.8",1,"IND"
"NYK","NYK @ NOP",2021-04-14,"113.0","113.0",1,"NOP"
"MIA","MIA @ DEN",2021-04-14,"134.8","113.0",1,"DEN"
"DEN","DEN vs. MIA",2021-04-14,"113.0","134.8",1,"MIA"
"BKN","BKN @ PHI",2021-04-14,"112.0","128.0",1,"PHI"
"MIN","MIN vs. MIL",2021-04-14,"73.1","88.9",1,"MIL"
"WAS","WAS @ SAC",2021-04-14,"131.3","96.9",1,"SAC"
"DET","DET vs. LAC",2021-04-14,"100.0","111.1",1,"LAC"
"LAC","LAC @ DET",2021-04-14,"111.1","100.0",1,"DET"
"SAC","SAC vs. WAS",2021-04-14,"96.9","131.3",1,"WAS"
"GSW","GSW @ OKC",2021-04-14,"144.0","123.1",1,"OKC"
"TOR","TOR vs. SAS",2021-04-14,"130.4","133.3",1,"SAS"
"OKC","OKC vs. GSW",2021-04-14,"123.1","144.0",1,"GSW"
"ORL","ORL @ CHI",2021-04-14,"133.3","91.7",1,"CHI"
"IND","IND @ HOU",2021-04-14,"113.8","82.8",1,"HOU"
"DAL","DAL @ MEM",2021-04-14,"139.1","147.8",1,"MEM"
"CLE","CLE @ CHA",2021-04-14,"128.6","109.5",1,"CHA"
"MEM","MEM vs. DAL",2021-04-14,"147.8","139.1",1,"DAL"
"NOP","NOP vs. NYK",2021-04-14,"113.0","113.0",1,"NYK"
"PHI","PHI vs. BKN",2021-04-14,"128.0","112.0",1,"BKN"
"CHI","CHI vs. ORL",2021-04-14,"91.7","133.3",1,"ORL"
"LAL","LAL vs. BOS",2021-04-15,"92.0","119.2",1,"BOS"
"BOS","BOS @ LAL",2021-04-15,"119.2","92.0",1,"LAL"
"MIL","MIL @ ATL",2021-04-15,"132.0","120.8",1,"ATL"
"SAC","SAC @ PHX",2021-04-15,"116.7","137.5",1,"PHX"
"ATL","ATL vs. MIL",2021-04-15,"120.8","132.0",1,"MIL"
"PHX","PHX vs. SAC",2021-04-15,"137.5","116.7",1,"SAC"
"GSW","GSW @ CLE",2021-04-15,"112.0","124.0",1,"CLE"
"CLE","CLE vs. GSW",2021-04-15,"124.0","112.0",1,"GSW"
"SAS","SAS @ CHA",2021-02-14,"188.0","104.0",2,"CHA"
"UTA","UTA vs. LAL",2021-02-24,"177.3","104.3",2,"LAL"
"CHI","CHI vs. SAC",2021-02-20,"173.9","168.2",2,"SAC"
"DAL","DAL @ LAC",2020-12-27,"170.8","60.9",2,"LAC"
"NOP","NOP vs. POR",2021-02-17,"169.6","100.0",2,"POR"
"SAC","SAC vs. GSW",2021-03-25,"168.2","109.1",2,"GSW"
"SAC","SAC @ CHI",2021-02-20,"168.2","173.9",2,"CHI"
"SAC","SAC vs. DEN",2020-12-29,"168.0","112.0",2,"DEN"
"DAL","DAL @ POR",2021-03-21,"165.2","109.1",2,"POR"
"BKN","BKN @ SAC",2021-02-15,"165.2","129.2",2,"SAC"
"SAC","SAC @ SAS",2021-03-29,"164.0","120.8",2,"SAS"
"BKN","BKN vs. ORL",2021-02-25,"164.0","73.1",2,"ORL"
"ATL","ATL vs. SAC",2021-03-13,"162.5","78.3",2,"SAC"
"PHX","PHX vs. BKN",2021-02-16,"161.5","123.1",2,"BKN"
"SAC","SAC @ PHX",2021-04-15,"160.9","147.8",2,"PHX"
"UTA","UTA vs. DAL",2021-01-27,"160.9","126.1",2,"DAL"
"MIA","MIA vs. NOP",2020-12-25,"160.9","112.5",2,"NOP"
"LAL","LAL vs. MIN",2021-03-16,"160.0","160.0",2,"MIN"
"MIN","MIN @ LAL",2021-03-16,"160.0","160.0",2,"LAL"
"HOU","HOU @ NOP",2021-01-30,"160.0","73.3",2,"NOP"
"ORL","ORL vs. PHX",2021-03-24,"159.1","122.7",2,"PHX"
"WAS","WAS vs. DEN",2021-02-17,"158.6","79.3",2,"DEN"
