"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"MIL","MIL @ MEM",2020-08-13,"72.4","78.6",1,"MEM"
"ATL","ATL vs. DAL",2020-02-22,"72.4","120.7",1,"DAL"
"DET","DET vs. MIL",2020-02-20,"72.0","133.3",1,"MIL"
"OKC","OKC vs. MEM",2019-12-26,"72.0","92.0",1,"MEM"
"BKN","BKN vs. IND",2019-11-18,"72.0","75.0",1,"IND"
"BOS","BOS vs. PHX",2020-01-18,"71.4","92.9",1,"PHX"
"UTA","UTA @ LAL",2019-10-25,"70.8","96.0",1,"LAL"
"DAL","DAL vs. PHX",2020-01-28,"70.4","123.1",1,"PHX"
"DEN","DEN @ GSW",2020-01-16,"70.4","125.9",1,"GSW"
"DAL","DAL @ LAL",2019-12-29,"70.4","96.2",1,"LAL"
"CHI","CHI vs. MIA",2019-11-22,"69.6","147.8",1,"MIA"
"DEN","DEN @ MEM",2020-01-28,"69.2","119.2",1,"MEM"
"CHA","CHA vs. BOS",2019-12-31,"69.2","92.3",1,"BOS"
"PHX","PHX vs. SAS",2019-12-14,"69.2","107.7",1,"SAS"
"SAS","SAS vs. DAL",2020-02-26,"69.0","128.6",1,"DAL"
"PHI","PHI @ CLE",2020-02-26,"68.0","116.7",1,"CLE"
"DEN","DEN @ OKC",2020-02-21,"68.0","112.5",1,"OKC"
"ATL","ATL @ CHI",2019-12-28,"67.9","125.0",1,"CHI"
"CHI","CHI vs. BKN",2019-11-16,"67.9","107.1",1,"BKN"
"ORL","ORL vs. DAL",2020-02-21,"66.7","125.9",1,"DAL"
"ATL","ATL vs. LAC",2020-01-22,"66.7","133.3",1,"LAC"
"GSW","GSW vs. HOU",2020-02-20,"65.4","146.2",1,"HOU"
"OKC","OKC vs. POR",2019-10-30,"65.4","88.9",1,"POR"
"UTA","UTA vs. BOS",2020-02-26,"65.2","100.0",1,"BOS"
"DEN","DEN vs. PHX",2019-10-25,"65.2","91.3",1,"PHX"
"PHX","PHX @ MEM",2020-01-26,"64.3","107.1",1,"MEM"
"NYK","NYK vs. SAS",2019-11-23,"64.0","123.1",1,"SAS"
"GSW","GSW @ DAL",2019-11-20,"64.0","169.2",1,"DAL"
"MEM","MEM @ HOU",2020-02-26,"63.0","129.6",1,"HOU"
"BKN","BKN @ WAS",2020-02-26,"63.0","114.8",1,"WAS"
"DAL","DAL @ TOR",2019-12-22,"63.0","74.1",1,"TOR"
"CHI","CHI @ GSW",2019-11-27,"63.0","92.6",1,"GSW"
"CHA","CHA vs. NYK",2020-01-28,"62.5","108.3",1,"NYK"
"CHI","CHI vs. CHA",2019-12-13,"62.5","96.0",1,"CHA"
"NYK","NYK vs. CHI",2019-10-28,"62.5","143.5",1,"CHI"
"OKC","OKC vs. CHI",2019-12-16,"61.5","148.0",1,"CHI"
"IND","IND @ NYK",2020-02-21,"60.0","80.0",1,"NYK"
"IND","IND @ DEN",2020-01-19,"60.0","84.0",1,"DEN"
"NOP","NOP @ GSW",2019-12-20,"59.3","114.8",1,"GSW"
"CHI","CHI @ BOS",2020-01-13,"58.3","112.0",1,"BOS"
"LAC","LAC @ HOU",2019-11-13,"57.7","119.2",1,"HOU"
"NYK","NYK @ SAS",2019-10-23,"57.7","88.0",1,"SAS"
"MIA","MIA @ IND",2020-08-14,"56.5","121.7",1,"IND"
"MIA","MIA @ PHI",2019-11-23,"56.5","116.7",1,"PHI"
"BOS","BOS @ DEN",2019-11-22,"56.5","112.5",1,"DEN"
"MEM","MEM @ LAC",2020-02-24,"51.9","153.8",1,"LAC"
"LAC","LAC vs. SAC",2020-02-22,"50.0","92.6",1,"SAC"
"BKN","BKN vs. NYK",2019-12-26,"50.0","82.8",1,"NYK"
"GSW","GSW vs. PHX",2019-10-30,"48.3","148.3",1,"PHX"
"ORL","ORL @ POR",2019-12-20,"48.1","110.7",1,"POR"
"IND","IND @ TOR",2020-02-23,"48.0","136.0",1,"TOR"
"OKC","OKC @ UTA",2019-10-23,"46.2","88.5",1,"UTA"
"MEM","MEM @ DEN",2019-12-28,"44.0","104.0",1,"DEN"
"MIL","MIL vs. CLE",2019-12-14,"179.2","124.0",2,"CLE"
"CLE","CLE @ CHI",2020-01-18,"173.9","113.6",2,"CHI"
"DAL","DAL @ NOP",2019-10-25,"173.1","92.0",2,"NOP"
"ORL","ORL vs. NOP",2020-08-13,"172.0","125.0",2,"NOP"
"DET","DET vs. ATL",2019-11-22,"172.0","136.0",2,"ATL"
"MIA","MIA vs. CLE",2019-11-20,"172.0","104.0",2,"CLE"
"TOR","TOR @ NYK",2020-01-24,"171.4","119.0",2,"NYK"
"IND","IND @ BKN",2019-11-18,"170.8","70.8",2,"BKN"
"MIA","MIA vs. CLE",2020-02-22,"169.2","74.1",2,"CLE"
"PHX","PHX vs. DAL",2020-08-13,"166.7","128.0",2,"DAL"
"PHI","PHI vs. NYK",2020-02-27,"166.7","119.0",2,"NYK"
"DAL","DAL vs. HOU",2020-07-31,"165.4","122.2",2,"HOU"
"SAS","SAS @ PHX",2020-01-20,"165.2","104.2",2,"PHX"
"MIL","MIL vs. WAS",2020-01-28,"164.3","125.0",2,"WAS"
"HOU","HOU vs. MIA",2019-11-27,"162.5","76.0",2,"MIA"
"ATL","ATL vs. WAS",2020-01-26,"162.1","134.5",2,"WAS"
"BKN","BKN @ BOS",2019-11-27,"160.0","108.0",2,"BOS"
"WAS","WAS vs. HOU",2019-10-30,"159.3","151.9",2,"HOU"
"BOS","BOS vs. DET",2020-01-15,"159.1","130.4",2,"DET"
"IND","IND vs. PHI",2019-12-31,"158.3","69.6",2,"PHI"
"IND","IND vs. SAC",2019-12-20,"158.3","104.2",2,"SAC"
"TOR","TOR @ DAL",2019-11-16,"158.3","84.0",2,"DAL"
"OKC","OKC @ SAC",2020-01-29,"156.5","134.8",2,"SAC"
"OKC","OKC @ ORL",2020-01-22,"156.5","125.0",2,"ORL"
"ORL","ORL vs. ATL",2019-12-30,"156.5","100.0",2,"ATL"
"ATL","ATL vs. BKN",2020-02-28,"156.0","104.0",2,"BKN"
"WAS","WAS @ CLE",2020-01-23,"156.0","154.2",2,"CLE"
"UTA","UTA @ LAC",2019-12-28,"156.0","119.2",2,"LAC"
"ATL","ATL @ BKN",2019-12-21,"156.0","108.3",2,"BKN"
"CLE","CLE vs. IND",2019-10-26,"156.0","83.3",2,"IND"
"WAS","WAS vs. MIA",2019-12-30,"155.6","85.7",2,"MIA"
"MIL","MIL vs. LAL",2019-12-19,"155.6","107.4",2,"LAL"
"ATL","ATL @ MIL",2019-11-27,"155.6","103.8",2,"MIL"
"NOP","NOP vs. LAC",2020-01-18,"155.2","139.3",2,"LAC"
"GSW","GSW @ NOP",2019-10-28,"155.2","106.7",2,"NOP"
"DAL","DAL @ TOR",2019-12-22,"154.5","100.0",2,"TOR"
"CLE","CLE vs. WAS",2020-01-23,"154.2","156.0",2,"WAS"
"POR","POR vs. CHA",2020-01-13,"154.2","80.0",2,"CHA"
"LAL","LAL @ POR",2019-12-28,"154.2","128.0",2,"POR"
"DET","DET vs. WAS",2019-12-26,"154.2","104.2",2,"WAS"
"MIA","MIA @ PHI",2019-12-18,"154.2","76.0",2,"PHI"
"MEM","MEM vs. MIA",2019-12-16,"154.2","104.0",2,"MIA"
"TOR","TOR vs. NYK",2019-11-27,"154.2","70.8",2,"NYK"
"DAL","DAL vs. CLE",2019-11-22,"154.2","66.7",2,"CLE"
"ATL","ATL vs. POR",2020-02-29,"153.8","112.0",2,"POR"
"DAL","DAL vs. MIN",2020-02-24,"153.8","146.2",2,"MIN"
"LAC","LAC vs. LAL",2019-10-22,"153.8","111.5",2,"LAL"
"MIN","MIN vs. WAS",2019-11-15,"153.6","127.6",2,"WAS"
"NYK","NYK vs. CLE",2019-11-18,"152.4","147.6",2,"CLE"
"NYK","NYK vs. CHI",2020-02-29,"152.2","116.7",2,"CHI"
"UTA","UTA vs. GSW",2019-11-22,"152.2","95.8",2,"GSW"
"SAS","SAS @ UTA",2020-02-21,"152.0","100.0",2,"UTA"
"BKN","BKN vs. CHI",2020-01-31,"152.0","130.8",2,"CHI"
"WAS","WAS @ PHX",2019-11-27,"152.0","140.0",2,"PHX"
"DAL","DAL vs. WAS",2019-10-23,"152.0","88.5",2,"WAS"
"LAC","LAC @ MIA",2020-01-24,"151.9","129.6",2,"MIA"
"HOU","HOU @ WAS",2019-10-30,"151.9","159.3",2,"WAS"
"DEN","DEN @ MEM",2019-11-17,"151.7","56.7",2,"MEM"
"MIL","MIL vs. OKC",2020-02-28,"150.0","85.2",2,"OKC"
"UTA","UTA vs. BOS",2020-02-26,"150.0","125.0",2,"BOS"
"MIA","MIA @ CLE",2020-02-24,"150.0","129.6",2,"CLE"
"SAC","SAC @ LAC",2020-01-30,"150.0","58.3",2,"LAC"
"BOS","BOS vs. LAL",2020-01-20,"150.0","104.2",2,"LAL"
"HOU","HOU vs. OKC",2020-01-20,"150.0","134.6",2,"OKC"
"DAL","DAL @ SAC",2020-01-15,"150.0","150.0",2,"SAC"
"SAC","SAC vs. DAL",2020-01-15,"150.0","150.0",2,"DAL"
"SAS","SAS @ NYK",2019-11-23,"150.0","108.0",2,"NYK"
"DAL","DAL @ DEN",2019-10-29,"150.0","130.4",2,"DEN"
"HOU","HOU vs. ATL",2019-11-30,"148.3","106.9",2,"ATL"
"TOR","TOR @ DET",2019-12-18,"148.1","134.6",2,"DET"
"MIN","MIN vs. SAS",2019-11-13,"148.1","129.6",2,"SAS"
"ATL","ATL vs. DAL",2020-02-22,"148.0","129.2",2,"DAL"
"MEM","MEM @ CHA",2019-11-13,"148.0","134.6",2,"CHA"
"ORL","ORL @ BKN",2020-07-31,"147.8","87.0",2,"BKN"
"SAS","SAS vs. LAL",2019-11-25,"147.8","126.1",2,"LAL"
"BOS","BOS vs. SAC",2019-11-25,"147.8","100.0",2,"SAC"
"CLE","CLE @ NYK",2019-11-18,"147.6","152.4",2,"NYK"
"ORL","ORL @ ATL",2020-02-26,"146.4","137.0",2,"ATL"
"POR","POR vs. HOU",2020-01-29,"146.4","82.8",2,"HOU"
"MEM","MEM vs. MIL",2020-08-13,"146.2","116.0",2,"MIL"
"MIN","MIN @ DAL",2020-02-24,"146.2","153.8",2,"DAL"
"MIL","MIL vs. IND",2019-12-22,"146.2","132.0",2,"IND"
"NOP","NOP vs. LAC",2019-11-14,"146.2","88.9",2,"LAC"
"PHX","PHX @ UTA",2020-02-24,"145.8","112.5",2,"UTA"
"DET","DET vs. BKN",2020-01-25,"145.8","100.0",2,"BKN"
"MIN","MIN @ IND",2020-01-17,"145.8","140.0",2,"IND"
"LAC","LAC vs. CLE",2020-01-14,"145.8","100.0",2,"CLE"
"GSW","GSW vs. MIN",2019-12-23,"145.8","84.0",2,"MIN"
"PHI","PHI @ CLE",2019-11-17,"145.8","88.0",2,"CLE"
"PHI","PHI @ HOU",2020-08-14,"145.5","95.5",2,"HOU"
"BKN","BKN @ PHI",2020-02-20,"145.5","76.2",2,"PHI"
"ORL","ORL @ CHA",2020-01-20,"145.5","85.7",2,"CHA"
"SAC","SAC @ LAL",2020-08-13,"144.0","64.0",2,"LAL"
"OKC","OKC @ CHI",2020-02-25,"144.0","108.0",2,"CHI"
"IND","IND @ NYK",2020-02-21,"144.0","100.0",2,"NYK"
"DAL","DAL vs. PHX",2020-01-28,"144.0","112.0",2,"PHX"
"PHX","PHX @ POR",2019-12-30,"144.0","104.0",2,"POR"
"MEM","MEM @ OKC",2019-12-18,"144.0","128.0",2,"OKC"
"GSW","GSW @ PHX",2020-02-29,"143.5","109.1",2,"PHX"
"LAC","LAC vs. ORL",2020-01-16,"143.5","91.7",2,"ORL"
"LAL","LAL vs. ATL",2019-11-17,"143.5","73.9",2,"ATL"
"OKC","OKC @ NOP",2020-02-13,"142.3","103.7",2,"NOP"
"MEM","MEM vs. SAC",2019-12-21,"142.3","116.0",2,"SAC"
"MIL","MIL vs. MIA",2019-10-26,"142.3","88.9",2,"MIA"
"SAC","SAC @ OKC",2020-02-27,"141.7","104.2",2,"OKC"
"IND","IND vs. CHA",2020-02-25,"141.7","79.2",2,"CHA"
"HOU","HOU @ GSW",2020-02-20,"141.7","137.5",2,"GSW"
"UTA","UTA @ GSW",2020-01-22,"141.7","104.0",2,"GSW"
"POR","POR vs. MIN",2019-12-21,"141.7","120.8",2,"MIN"
"HOU","HOU @ ORL",2019-12-13,"141.7","137.5",2,"ORL"
"LAC","LAC vs. HOU",2019-12-19,"141.4","96.4",2,"HOU"
"MIL","MIL @ DET",2020-02-20,"140.7","85.2",2,"DET"
"BKN","BKN vs. DET",2020-01-29,"140.7","140.7",2,"DET"
"DET","DET @ BKN",2020-01-29,"140.7","140.7",2,"BKN"
"DET","DET vs. MEM",2020-01-24,"140.7","119.2",2,"MEM"
"NOP","NOP @ MEM",2020-01-20,"140.7","74.1",2,"MEM"
"POR","POR @ BKN",2020-08-13,"140.0","116.1",2,"BKN"
"TOR","TOR vs. ATL",2020-01-28,"140.0","126.9",2,"ATL"
"IND","IND vs. MIN",2020-01-17,"140.0","145.8",2,"MIN"
"PHX","PHX vs. WAS",2019-11-27,"140.0","152.0",2,"WAS"
"HOU","HOU vs. POR",2019-11-18,"140.0","80.0",2,"POR"
"MIA","MIA vs. WAS",2020-01-22,"139.3","82.1",2,"WAS"
"LAC","LAC @ NOP",2020-01-18,"139.3","155.2",2,"NOP"
"HOU","HOU @ GSW",2019-12-25,"139.3","133.3",2,"GSW"
"DEN","DEN vs. WAS",2019-11-26,"139.3","88.9",2,"WAS"
"CHA","CHA vs. NYK",2020-01-28,"139.1","104.3",2,"NYK"
"DAL","DAL vs. SAS",2019-12-26,"139.1","95.8",2,"SAS"
"ORL","ORL vs. WAS",2019-11-17,"139.1","125.0",2,"WAS"
"NYK","NYK vs. CHA",2019-11-16,"139.1","112.5",2,"CHA"
"TOR","TOR vs. PHX",2020-02-21,"138.5","80.0",2,"PHX"
"BKN","BKN vs. PHI",2020-01-20,"138.5","129.6",2,"PHI"
"GSW","GSW vs. HOU",2020-02-20,"137.5","141.7",2,"HOU"
"OKC","OKC vs. ATL",2020-01-24,"137.5","116.7",2,"ATL"
"MIA","MIA vs. IND",2019-12-27,"137.5","112.0",2,"IND"
"ORL","ORL vs. HOU",2019-12-13,"137.5","141.7",2,"HOU"
"LAC","LAC @ PHX",2019-10-26,"137.5","120.8",2,"PHX"
"ATL","ATL vs. ORL",2020-02-26,"137.0","146.4",2,"ORL"
"GSW","GSW @ POR",2019-12-18,"137.0","96.4",2,"POR"
"NOP","NOP vs. UTA",2020-07-30,"136.0","100.0",2,"UTA"
"PHX","PHX @ SAS",2020-01-24,"136.0","64.0",2,"SAS"
"SAS","SAS @ MIA",2020-01-15,"136.0","108.0",2,"MIA"
"MIL","MIL vs. DAL",2019-12-16,"136.0","92.0",2,"DAL"
"MIL","MIL vs. CHA",2019-11-30,"136.0","92.3",2,"CHA"
"ATL","ATL vs. MIN",2019-11-25,"136.0","61.5",2,"MIN"
"CHA","CHA @ WAS",2019-11-22,"136.0","111.5",2,"WAS"
"ATL","ATL @ DET",2019-11-22,"136.0","172.0",2,"DET"
"TOR","TOR vs. CHA",2019-11-18,"136.0","124.0",2,"CHA"
"WAS","WAS @ SAS",2019-10-26,"136.0","115.4",2,"SAS"
"HOU","HOU vs. MEM",2020-02-26,"135.7","107.1",2,"MEM"
"SAC","SAC vs. OKC",2020-01-29,"134.8","156.5",2,"OKC"
"DET","DET vs. CHI",2019-12-21,"134.8","116.7",2,"CHI"
"UTA","UTA vs. SAC",2019-10-26,"134.8","72.7",2,"SAC"
"DET","DET vs. ATL",2019-10-24,"134.8","91.7",2,"ATL"
"SAC","SAC @ SAS",2020-07-31,"134.6","84.0",2,"SAS"
"ATL","ATL vs. TOR",2020-01-20,"134.6","80.8",2,"TOR"
"OKC","OKC @ HOU",2020-01-20,"134.6","150.0",2,"HOU"
"MIA","MIA vs. SAC",2020-01-20,"134.6","125.9",2,"SAC"
"DET","DET vs. TOR",2019-12-18,"134.6","148.1",2,"TOR"
"MIN","MIN @ SAS",2019-11-27,"134.6","88.5",2,"SAS"
"POR","POR @ CHI",2019-11-25,"134.6","104.0",2,"CHI"
"MIL","MIL vs. POR",2019-11-21,"134.6","119.2",2,"POR"
"ATL","ATL vs. MIL",2019-11-20,"134.6","96.0",2,"MIL"
"CHA","CHA vs. MEM",2019-11-13,"134.6","148.0",2,"MEM"
"WAS","WAS @ ATL",2020-01-26,"134.5","162.1",2,"ATL"
"LAC","LAC @ SAS",2019-12-21,"134.5","107.1",2,"SAS"
"MIA","MIA vs. DAL",2020-02-28,"133.3","96.0",2,"DAL"
"LAC","LAC @ DAL",2020-01-21,"133.3","92.6",2,"DAL"
"MIL","MIL vs. BOS",2020-01-16,"133.3","126.7",2,"BOS"
"TOR","TOR vs. CLE",2019-12-31,"133.3","72.0",2,"CLE"
"GSW","GSW vs. HOU",2019-12-25,"133.3","139.3",2,"HOU"
"DEN","DEN @ LAL",2019-12-22,"133.3","104.2",2,"LAL"
"NYK","NYK vs. ATL",2019-12-17,"133.3","96.3",2,"ATL"
"IND","IND @ PHI",2019-11-30,"133.3","103.8",2,"PHI"
"PHX","PHX vs. ATL",2019-11-14,"133.3","103.7",2,"ATL"
"BKN","BKN vs. IND",2019-10-30,"133.3","116.0",2,"IND"
"BOS","BOS @ MIN",2020-02-21,"132.1","122.2",2,"MIN"
"MEM","MEM @ NOP",2020-01-31,"132.1","125.0",2,"NOP"
"LAL","LAL @ BKN",2020-01-23,"132.1","125.0",2,"BKN"
"GSW","GSW @ MIA",2019-11-29,"132.1","107.1",2,"MIA"
"CHI","CHI vs. BKN",2019-11-16,"132.1","74.1",2,"BKN"
"NOP","NOP @ HOU",2019-10-26,"132.1","114.3",2,"HOU"
"MIA","MIA vs. BKN",2020-02-29,"132.0","88.0",2,"BKN"
"LAC","LAC @ PHX",2020-02-26,"132.0","83.3",2,"PHX"
"IND","IND @ MIL",2019-12-22,"132.0","146.2",2,"MIL"
"MIA","MIA @ CHI",2019-11-22,"132.0","108.0",2,"CHI"
"GSW","GSW @ MEM",2019-11-19,"132.0","66.7",2,"MEM"
"HOU","HOU @ MIN",2019-11-16,"132.0","123.1",2,"MIN"
"IND","IND @ DEN",2020-01-19,"131.8","126.1",2,"DEN"
"BOS","BOS vs. CHA",2019-12-22,"131.8","86.4",2,"CHA"
"LAL","LAL @ NOP",2019-11-27,"131.8","113.0",2,"NOP"
"PHX","PHX @ DEN",2019-11-24,"131.8","109.1",2,"DEN"
"LAL","LAL vs. SAC",2019-11-15,"131.8","90.9",2,"SAC"
"CHI","CHI vs. WAS",2020-02-23,"131.0","96.4",2,"WAS"
"ATL","ATL @ SAS",2020-01-17,"131.0","103.3",2,"SAS"
"CHI","CHI @ BKN",2020-01-31,"130.8","152.0",2,"BKN"
"CHI","CHI @ CLE",2020-01-25,"130.8","100.0",2,"CLE"
"PHX","PHX @ BOS",2020-01-18,"130.8","124.0",2,"BOS"
"WAS","WAS @ CHI",2020-01-15,"130.8","119.2",2,"CHI"
"DEN","DEN vs. NYK",2019-12-15,"130.8","111.5",2,"NYK"
"MIA","MIA @ CLE",2019-11-14,"130.8","81.5",2,"CLE"
"DET","DET @ BOS",2020-01-15,"130.4","159.1",2,"BOS"
"PHI","PHI @ DET",2019-12-23,"130.4","126.1",2,"DET"
"DEN","DEN @ SAC",2019-11-30,"130.4","100.0",2,"SAC"
"BKN","BKN vs. SAC",2019-11-22,"130.4","108.3",2,"SAC"
"OKC","OKC vs. PHI",2019-11-15,"130.4","87.0",2,"PHI"
"DEN","DEN vs. DAL",2019-10-29,"130.4","150.0",2,"DAL"
"CLE","CLE vs. MIA",2020-02-24,"129.6","150.0",2,"MIA"
"LAC","LAC vs. SAC",2020-02-22,"129.6","107.4",2,"SAC"
"MIA","MIA vs. LAC",2020-01-24,"129.6","151.9",2,"LAC"
"PHI","PHI @ BKN",2020-01-20,"129.6","138.5",2,"BKN"
"DET","DET @ ATL",2020-01-18,"129.6","96.3",2,"ATL"
"TOR","TOR @ OKC",2020-01-15,"129.6","111.1",2,"OKC"
"MEM","MEM vs. HOU",2020-01-14,"129.6","85.7",2,"HOU"
"WAS","WAS vs. NYK",2019-12-28,"129.6","100.0",2,"NYK"
"SAS","SAS vs. POR",2019-11-16,"129.6","92.6",2,"POR"
"SAS","SAS @ MIN",2019-11-13,"129.6","148.1",2,"MIN"
"OKC","OKC vs. GSW",2019-10-27,"129.6","63.0",2,"GSW"
"DAL","DAL @ ATL",2020-02-22,"129.2","148.0",2,"ATL"
"MIN","MIN vs. SAC",2020-01-27,"129.2","108.3",2,"SAC"
"PHI","PHI vs. MIL",2019-12-25,"129.2","72.0",2,"MIL"
"MIL","MIL @ NYK",2019-12-21,"129.2","124.0",2,"NYK"
"MIA","MIA vs. NYK",2019-12-20,"129.2","108.0",2,"NYK"
"CHI","CHI @ GSW",2019-11-27,"129.2","107.7",2,"GSW"
"IND","IND vs. ORL",2019-11-23,"129.2","83.3",2,"ORL"
"HOU","HOU vs. NYK",2020-02-24,"128.6","85.7",2,"NYK"
"PHI","PHI @ ATL",2020-01-30,"128.6","125.0",2,"ATL"
"SAC","SAC vs. HOU",2019-12-23,"128.6","100.0",2,"HOU"
"HOU","HOU vs. MIL",2019-10-24,"128.6","96.4",2,"MIL"
"DAL","DAL @ PHX",2020-08-13,"128.0","166.7",2,"PHX"
"OKC","OKC vs. SAS",2020-02-23,"128.0","104.0",2,"SAS"
"LAL","LAL vs. MEM",2020-02-21,"128.0","79.2",2,"MEM"
"DAL","DAL @ HOU",2020-01-31,"128.0","115.4",2,"HOU"
"MEM","MEM vs. DEN",2020-01-28,"128.0","123.1",2,"DEN"
"POR","POR @ HOU",2020-01-15,"128.0","84.0",2,"HOU"
"ORL","ORL @ SAC",2020-01-13,"128.0","108.0",2,"SAC"
"CHI","CHI vs. MIL",2019-12-30,"128.0","100.0",2,"MIL"
"POR","POR vs. LAL",2019-12-28,"128.0","154.2",2,"LAL"
"OKC","OKC vs. MEM",2019-12-18,"128.0","144.0",2,"MEM"
"UTA","UTA vs. ORL",2019-12-17,"128.0","108.0",2,"ORL"
"DET","DET @ HOU",2019-12-14,"128.0","83.3",2,"HOU"
"WAS","WAS @ MIN",2019-11-15,"127.6","153.6",2,"MIN"
"SAS","SAS vs. NYK",2019-10-23,"127.6","124.1",2,"NYK"
"LAC","LAC @ ORL",2020-01-26,"127.3","104.3",2,"ORL"
"POR","POR vs. MEM",2020-07-31,"126.9","111.1",2,"MEM"
"NOP","NOP @ POR",2020-02-21,"126.9","103.7",2,"POR"
"ATL","ATL @ TOR",2020-01-28,"126.9","140.0",2,"TOR"
"PHI","PHI vs. GSW",2020-01-28,"126.9","103.8",2,"GSW"
"DAL","DAL @ POR",2020-01-23,"126.9","96.3",2,"POR"
"BOS","BOS vs. MEM",2020-01-22,"126.9","68.0",2,"MEM"
"POR","POR @ OKC",2020-01-18,"126.9","123.1",2,"OKC"
"GSW","GSW vs. DAL",2019-12-28,"126.9","124.0",2,"DAL"
"OKC","OKC vs. CHI",2019-12-16,"126.9","119.2",2,"CHI"
"MIA","MIA vs. CHA",2019-11-25,"126.9","108.0",2,"CHA"
"LAL","LAL vs. CHA",2019-10-27,"126.9","125.9",2,"CHA"
"BOS","BOS @ MIL",2020-01-16,"126.7","133.3",2,"MIL"
"MEM","MEM vs. LAL",2020-02-29,"126.1","91.3",2,"LAL"
"DEN","DEN vs. IND",2020-01-19,"126.1","131.8",2,"IND"
"DEN","DEN vs. CHA",2020-01-15,"126.1","73.9",2,"CHA"
"DAL","DAL @ GSW",2020-01-14,"126.1","91.3",2,"GSW"
"DET","DET vs. PHI",2019-12-23,"126.1","130.4",2,"PHI"
"OKC","OKC @ DEN",2019-12-14,"126.1","104.2",2,"DEN"
"LAL","LAL @ SAS",2019-11-25,"126.1","147.8",2,"SAS"
"MIL","MIL vs. CLE",2019-10-28,"126.1","87.5",2,"CLE"
"LAL","LAL vs. NOP",2020-02-25,"125.9","118.5",2,"NOP"
"DAL","DAL @ OKC",2020-01-27,"125.9","92.6",2,"OKC"
"GSW","GSW @ POR",2020-01-20,"125.9","100.0",2,"POR"
"SAC","SAC @ MIA",2020-01-20,"125.9","134.6",2,"MIA"
"DAL","DAL vs. POR",2020-01-17,"125.9","100.0",2,"POR"
"BKN","BKN @ HOU",2019-12-28,"125.9","75.0",2,"HOU"
"HOU","HOU @ PHX",2019-12-21,"125.9","115.4",2,"PHX"
"POR","POR @ PHX",2019-12-16,"125.9","121.4",2,"PHX"
"ORL","ORL @ NOP",2019-12-15,"125.9","103.8",2,"NOP"
"IND","IND @ ATL",2019-12-13,"125.9","96.3",2,"ATL"
"POR","POR @ DAL",2019-10-27,"125.9","114.8",2,"DAL"
"CHA","CHA @ LAL",2019-10-27,"125.9","126.9",2,"LAL"
"MIA","MIA @ MIN",2019-10-27,"125.9","73.1",2,"MIN"
"OKC","OKC @ UTA",2019-10-23,"125.9","96.3",2,"UTA"
"NOP","NOP @ ORL",2020-08-13,"125.0","172.0",2,"ORL"
"BOS","BOS @ UTA",2020-02-26,"125.0","150.0",2,"UTA"
"DEN","DEN vs. DET",2020-02-25,"125.0","92.0",2,"DET"
"BOS","BOS @ LAL",2020-02-23,"125.0","103.7",2,"LAL"
"TOR","TOR @ DET",2020-01-31,"125.0","108.0",2,"DET"
"NOP","NOP vs. MEM",2020-01-31,"125.0","132.1",2,"MEM"
"ATL","ATL vs. PHI",2020-01-30,"125.0","128.6",2,"PHI"
"WAS","WAS @ MIL",2020-01-28,"125.0","164.3",2,"MIL"
"POR","POR vs. IND",2020-01-26,"125.0","116.0",2,"IND"
"DEN","DEN vs. HOU",2020-01-26,"125.0","100.0",2,"HOU"
"BKN","BKN vs. LAL",2020-01-23,"125.0","132.1",2,"LAL"
"ORL","ORL vs. OKC",2020-01-22,"125.0","156.5",2,"OKC"
"IND","IND @ MIN",2020-01-15,"125.0","116.0",2,"MIN"
"POR","POR @ UTA",2019-12-26,"125.0","100.0",2,"UTA"
"CLE","CLE vs. POR",2019-11-23,"125.0","92.0",2,"POR"
"UTA","UTA vs. NOP",2019-11-23,"125.0","92.0",2,"NOP"
"PHI","PHI vs. SAS",2019-11-22,"125.0","125.0",2,"SAS"
"SAS","SAS @ PHI",2019-11-22,"125.0","125.0",2,"PHI"
"DAL","DAL vs. GSW",2019-11-20,"125.0","88.0",2,"GSW"
"LAL","LAL vs. OKC",2019-11-19,"125.0","104.2",2,"OKC"
"WAS","WAS @ ORL",2019-11-17,"125.0","139.1",2,"ORL"
"MIN","MIN @ BKN",2019-10-23,"125.0","121.4",2,"BKN"
"MIL","MIL vs. NYK",2020-01-14,"124.1","56.7",2,"NYK"
"NYK","NYK @ SAS",2019-10-23,"124.1","127.6",2,"SAS"
"BOS","BOS vs. PHX",2020-01-18,"124.0","130.8",2,"PHX"
"NOP","NOP vs. UTA",2020-01-16,"124.0","80.8",2,"UTA"
"HOU","HOU vs. DEN",2019-12-31,"124.0","104.0",2,"DEN"
"DEN","DEN vs. SAC",2019-12-29,"124.0","96.2",2,"SAC"
"DAL","DAL @ GSW",2019-12-28,"124.0","126.9",2,"GSW"
"MIL","MIL @ ATL",2019-12-27,"124.0","80.8",2,"ATL"
"NYK","NYK vs. MIL",2019-12-21,"124.0","129.2",2,"MIL"
"OKC","OKC vs. PHX",2019-12-20,"124.0","103.8",2,"PHX"
"ORL","ORL @ POR",2019-12-20,"124.0","108.3",2,"POR"
"CLE","CLE @ MIL",2019-12-14,"124.0","179.2",2,"MIL"
"ATL","ATL @ IND",2019-11-29,"124.0","80.8",2,"IND"
"BOS","BOS @ BKN",2019-11-29,"124.0","108.0",2,"BKN"
